name,danWei,danWei2,danWei3,danWei4,des,year,durYear,money,du,leiBie,leiBie2,ff,js,kj,kj2,bb,fzr,gg,djs,ly,jisu,jisu2,buf,fm,cgxs,zsxk
功率半导体芯片模组设计及封装测试装备的研发和应用,恒星数据科技公司,智通未来技术公司,光谱研究大学,[],以多物理场综合优化设计及测试技术为基础，打破功率模组设计中各部分（电、热、磁、力等）的技术壁垒，建立多物理场耦合模型，针对汽车、风电、光伏和航空等领域的应用需求，提供具有成本优势的功率模组设计解决方案。以人工智能算法为核心，数学孪生技术为辅助，实时监控功率器件健康状态，提供智慧功率管理技术服务。研究功率半导体芯片静、动态特性和功率循环等智能化测试技术等，开发出功率半导体智能化封装测试装备，实现全流程数字化制造。,2016,6,1000,主要项目,使用研究,使用研究一,芯片模组设计，封装工艺，测试方法,功率半导体技术，封装工艺系统，测试装备,互联网,互联网十,2,余晨 18184636068,李璐 石雪 刘玉兰 ,海燕县,材料,智能制造与高端装备,精密加工与设备,社发,十个方面三,学术论文,已结项
功率MOSFET器件抗辐射关键技术及产品研发,银河科学技术大学,环境科学与技术研究所,新星理工大学,[],针对抗辐射功率MOSFET器件，从器件的加固理论、结构与工艺设计、可靠性设计、产品验证方面开展系统攻关。具体内容包括：建立适用于辐射效应仿真的器件级模型，构建适用于辐射效应仿真的电路级行为模型，准确描述电路的辐射响应，实现对应用电路抗辐射性能的评价。基于构建的辐射效应模型和多种辐射试验测试方法表征辐射缺陷特征，揭示不同辐射条件和偏置条件下引发的损伤机理，明确器件性能退化及失效的演化规律及影响因素，建立器件及电路的电学性能退化及失效模型。提出进行横向结构及相应工艺的抗辐照加固技术，提出与国内生产线兼容的多种辐射加固技术，揭示功率器件抗辐射能力的演化规律，建立抗辐射器件优化设计准则，实现对总剂量、单粒子辐射效应的综合加固。,2017,4,200,重点项目,系统研究,系统研究一,器件设计，抗辐射优化，性能分析,功率MOSFET技术，抗辐射器件，性能检测平台,互联网,互联网四,1,孟淑珍 18167952086,罗璐 ,汕尾县,生物,智能制造与高端装备,精密加工与设备,工业,十个方面六,软件平台,延期结项
大数据智能交互分析平台研发与应用,恒星数据科技公司,极限材料科技公司,极限材料科技公司,[],研究面向实时分析的多源异构数据高效采集与智能集成新技术、基于知识的复杂数据实时动态数据模型构建技术；研究大数据驱动的可视化自动构建、人机协同分析新技术；研究离线预计算与在线计算相结合的智能大数据挖掘方法；研发大数据智能交互式分析平台，支持多源异构数据灵活可靠接入、数据全面智能管理、数据及分析模型灵活构建、智能交互可视分析等功能。,2018,6,400,一般项目,条件研究,条件研究一,数据交互方法，智能分析，平台优化,大数据技术，智能分析平台，交互优化系统,互联网,互联网七,3,陈龙 14799177570,张宁 江云 何斌 杨彬 林宇 ,桂英县,交通,智能制造与高端装备,精密加工与设备,社发,十个方面三,软件平台,已结项
基于人工智能与工业协同的应急建筑快速建造关键技术研究,科锐创新科技有限公司,[],[],[],研究“设计-制造-物流-安装”高度融合的应急建筑快速建造相关技术，研究面向应急建筑的快速建造技术标准和施工规范；研究面向应急建筑的拼装单元工业级模型，研究模块化、标准化设计软件；研究基于地勘数据的地质模型自动生成技术和高精度点云三维场地快速逆向建模系统；研究基于模块单元的建筑形体自动化逆向成型技术和方法；研究建筑构件设计模型与制造数据转换接口，研究应急建筑核心构件智能制造装配一体化技术；研发、集成“设计-制造-物流-安装”的快速建造工业协同平台。,2018,4,1500,重点项目,自助,自助,建筑设计，快速建造方法，应急响应,人工智能技术，快速建造系统，应急响应平台,互联网,互联网十,1,黄健 18266978054,朱林 柳敏 赵宇 邬强 彭建军 ,南宁市,能源,信息通信技术,人工智能,工业,十个方面八,研究报告,未结项
交通工具精准诊断与智能分析关键技术研究及应用,环境科学与技术研究所,天际大学,极限材料科技公司,深空探测研究中心,围绕飞机、轨道机车等高端交通工具机载部件状态获取、健康管理等核心技术，研究用于飞机、轨道机车等交通工具的健康安全数据实时自动采集的柔性化传感模块设计与制造技术；研究多点多源信号传感阵列的高同步性智能组网技术，研究高密度传感节点智能化组网策略，建立自适应数据传输协议。研究发动机（推进系统）、空调系统、液压机械组件、刹车系统等关键部件的故障诊断及预测性维护技术，构建飞机、轨道机车中重要部件的监控模型；开发用于飞机、轨道机车的精准诊断与智能分析平台，实现对飞机、轨道机车的安全健康大数据分析与监测。,2021,4,300,重点项目,特殊研究,特殊研究,诊断方法，智能分析，性能优化,精准诊断技术，智能分析系统，性能优化平台,国家,日本,3,吴海燕 18271977195,任瑞 杨云 ,太原县,纳米,信息通信技术,智能交通,工业,十个方面十,学术论文,未结项
大规模知识图谱驱动的银行关联风险实时挖掘平台研发与产业化,生物前沿研究院,未来科技大学,环境科学与技术研究所,[],研究基于大数据精准分析客户行为特征和动态监测信用风险的技术，有效降低信息不对称；研究基于知识图谱的实时感知操作风险、预警可疑交易的方法，建立动态决策机制和风控模型；研究基于知识图谱和多维关联分析，实现风险识别从单一客户向客户关系网络转变，提升反区域性欺诈能力；研究包括人员、企业、设备、交易行为、产品等为核心节点的大规模知识图谱，研发关联风险实时智能挖掘平台。,2017,3,1500,一般项目,管理研究,管理研究四,知识图谱构建，风险评估模型，实时数据处理,知识图谱技术，风险评估算法，实时处理系统,互联网,互联网九,1,张涛 13114898823,马宇 ,金凤市,农业,智能制造与高端装备,精密加工与设备,社发,十个方面五,研究报告,延期结项
基于人工智能的新一代音视频云服务平台,深空探测研究中心,[],[],[],研究场景自适应的音频处理技术，研发基于深度学习的音频降噪和回声消除算法，实现在人声、音乐、噪声等场景下的音频质量智能优化；研究基于机器学习的实时视频流高效处理算法，实现智能视频增强、超清分辨率和屏幕内容优化；研究CBR码控、自适应参考帧等视频编解码技术，实现视频流质量和码流的综合优化；研究实时音视频可靠传输技术，实现智能丢包补偿、弱网对抗和网络资源高效调度，在复杂网络条件下实现音视频数据流的高质量、低延时的可靠传输和服务。,2018,4,300,主要项目,使用研究,使用研究三,AI算法设计，音视频处理，云服务优化,人工智能技术，音视频处理系统，云服务平台,国家,印度,1,方秀珍 18891984188,芦飞 张秀珍 王冬梅 张兰英 王秀华 ,石家庄市,农业,信息通信技术,人工智能,工业,十个方面十,软件平台,延期结项
多传感器融合平台关键技术研究及应用,未来能源研究所,未来能源研究所,新星理工大学,[],研究基于多传感器的算法融合平台，实现传感器大范围感知共享。采用边缘计算加持云计算的架构，边缘计算采集技术、深度学习算法、传感器数据训练平台等，融合多元传感器信息，增强感知系统能力；研究同步传感器和异步传感器数据相关性研究，时序连续检测，实现传感器数据功能提升。,2023,4,1500,一般项目,自助,自助,传感器集成，数据融合方法，应用场景优化,多传感器技术，数据融合平台，应用优化系统,国家,巴西,3,俞强 15323929800,邹宇 赵超 萧玉华 孙帆 ,秀荣市,土木,智能制造与高端装备,精密加工与设备,工业,十个方面七,发明专利,已结项
支撑行业应用的数据服务系统研究及应用示范,未来能源研究所,[],[],[],针对行业内应用中异构系统的数据交换和数据管理，研究基于行业知识图谱、机器学习等人工智能技术的安全可靠的大规模在线数据流通引擎和治理引擎。流通引擎适配不同的软件系统、数据库及中间件系统，通过数链体系对各系统的数据接入和共享进行管理，实现数据流通的在线调度与管理。治理引擎通过机器学习技术，引入各种智能化数据治理场景处理服务，提升数据治理效率，实现数据在线治理。最终实现各应用系统之间的实时在线、标准合规、安全可控的服务化管理。,2021,3,1500,一般项目,条件研究,条件研究一,数据服务设计，行业需求分析，系统集成,数据服务技术，行业应用系统，集成平台,互联网,互联网八,1,沈瑜 13407528177,刘宁 ,霞市,环境,智能制造与高端装备,精密加工与设备,工业,十个方面八,研究报告,延期结项
全流程供应链智能响应协同算法与应用示范,未来能源研究所,量子创新研究所,[],[],研究制造业复杂业务模式下全流程数据建模与处理，构建数据驱动的人工智能全流程业务协同模型与可靠性、可复用性、可扩展性的智能算法体系，提出大规模产品定制全流程数据多源高频化、异构化、海量化下高效精准智能决策与预测技术。解决智能供应链协同技术，构建包括全流程智能供应链响应体系与管控流程等的智能供应链协同机制，建立发现问题、分析问题、解决问题的智能供应链协同响应模型模式。研发多级供应链协同响应平台，实现大数据智能感知与响应决策，全流程、全区域范围、全协作企业群的指挥与调度。,2020,2,500,一般项目,自助,自助,供应链分析，智能响应方法，协同优化,供应链管理技术，智能响应系统，协同优化平台,国家,日本,3,陈雷 13476040427,陈宁 ,宇县,能源,智能制造与高端装备,精密加工与设备,工业,十个方面六,软件平台,延期结项
互联网产业链大数据协同治理的关键技术研究与应用示范,深空探测研究中心,恒星数据科技公司,先锋工程学院,未来能源研究所,针对互联网产业链大数据存在信息孤岛现象严重、知识获取准确性要求高、场景化分析决策复杂等难题，研究产业链大数据多级融合存储、治理和应用内容开发三个方面的关键技术，解决政府监管数据、行业研究数据、跨境电商数据、网络资讯数据等多源异构数据源的接入打通，实现多层次、多维度产业链大数据的持续汇聚管理；研究基于多源感知信息叠加与融合的监察科技，开发多类型风险隐患事件的智能侦测、自动预警与辅助处置决策技术；研发半自动产业链知识加工运营平台，解决人机协同知识图谱构建与大基础设施的运维问题，支持高质量产业链知识图谱的持续演进与迭代；研究多边协同调度机制，以“数据-模型-实证”双向驱动模式为基础，结合互联网平台协同治理情景推演和态势研判关键技术，构建互联网数据生态协同治理一体化平台，结合我省产业经济运行管理部门在互联网产业链安全监测预警、全球精准合作、互联网平台治理等领域的场景化决策需求开展应用先导试验。,2019,4,400,主要项目,自助,自助,大数据分析，产业链协同治理，技术集成,大数据技术，协同治理系统，技术集成平台,互联网,互联网九,2,黄兰英 13294802096,张秀梅 潘旭 章兰英 ,兴城县,生物,智能制造与高端装备,精密加工与设备,社发,十个方面二,学术论文,已结项
面向公共数据的分布式智慧治理模式与应用示范,天域生物工程有限公司,[],[],[],针对基于公共数据和分布式建模的共建共享治理模式、关键技术创新、平台架构设计和应用示范，以支撑数字化改革为目标，在公共数据和社会数据物理分散情况下，研究利用联邦学习、区块链等新技术建设分布式、智慧化基础结构，形成基于模型聚合的分布式群体智慧。,2019,3,1200,重点项目,使用研究,使用研究一,分布式治理设计，数据处理方法，智慧应用,分布式治理技术，数据处理系统，智慧应用平台,国家,英国,3,范婷婷 18707275264,张璐 黄雪 赵楠 何磊 李凤英 ,桂兰市,土木,智能制造与高端装备,精密加工与设备,工业,十个方面八,研究报告,未结项
基于大数据的海关“智慧大脑”关键技术研究及示范应用,恒星数据科技公司,银河科学技术大学,[],[],基于大数据建设海关“智慧大脑”，推进海关数据中台建设，汇集高新产品数据信息，打通关境内外、部门间、政企间的信息壁垒，建立境外技术性贸易壁垒剖析应用等模型，通过境内外同质产品差异性对比研究，实现高新产业的精准帮扶，推动全产业链基础能力提升。主要研究内容包括：构建统一产业链应用生态门户，建立运行监测、问题诊断、执行反馈、综合展示的数字化闭合管理平台，实现基于多终端的数据分析全流程可视化。建立集数据接入、数据存储、数据处理、交换监控为一体数据中台，实现与多平台载体互联互通。建立数据治理中心，通过多层面整合、清洗，对数据进行多角度、立体式的统计分析。开展数据质量日常监控，建立问题数据反馈机制和工具，实现问题数据“发现-反馈-治理”闭环。建立产业链数据分析中心，构建预测性产业链评估模型和风险分析模型，通过计算机自动采集并形成布控参数，实现产业链上下游企业和研发机构、高校等单位的业务协同，构建市场应用的生态系统。,2019,2,1500,重点项目,系统研究,系统研究十,大数据分析，海关管理优化，技术集成,大数据技术，智慧海关系统，技术集成平台,国家,印度,1,王瑞 13096981523,朱强 杨娟 王丽华 孙凤兰 张娟 ,涛市,纳米,智能制造与高端装备,精密加工与设备,工业,十个方面十,软件平台,未结项
国产自主可控高可靠网络安全检测核心产品,天际大学,恒星数据科技公司,[],[],针对供应链安全问题，研究自主可控高性能安全业务处理硬件平台，研究基于国产化硬件的高性能网络安全检测核心产品的体系架构和相关核心技术，重点突破基于国产自主可控CPU、内存、交换芯片的网络安全检测核心产品设计技术。主要包括基于国产CPU、交换芯片、内存等国产核心器件的网络安全检测核心产品硬件设计技术；针对IPv6网络、大数据等场景下的自主可控网络安全检测核心产品的应用部署需求；在网络安全检测核心产品原有功能基础上，重点突破基于国产自主可控CPU和交换芯片的网络安全检测核心产品设计技术、基于CLOS架构的网络安全检测核心产品硬件架构设计技术、IPv6网络协议技术、多框集群技术和软件定义的操作系统级虚拟化技术等。,2023,2,1200,一般项目,特殊研究,特殊研究,网络安全设计，检测方法优化，产品集成,网络安全技术，检测系统，核心产品,互联网,互联网六,1,褚红 13535683670,徐强 邵倩 汤浩 ,华县,交通,智能制造与高端装备,精密加工与设备,社发,十个方面四,学术论文,已结项
基于深度学习的恶意软件行为检测与分类系统研究与应用,恒星数据科技公司,生物前沿研究院,深空探测研究中心,深空探测研究中心,研究利用深度学习算法对沙箱的动态行为日志进行检测和分类尝试，测试多分类情况下的效果；研究以样本中API出现的相对顺序等作为特征向量，利用原型和聚类算法进行检测分析的方法；研究将深度学习方法应用于APT高级威胁和未知威胁的检测和发现上，研究当恶意软件因加壳等手段导致无法静态查杀时，可基于样本行为进行智能分析，突破传统依赖于行为规则，无法对抗高级威胁和未知威胁攻击的检测等。,2018,2,1000,重点项目,自助,自助,深度学习模型设计，行为检测方法，分类算法优化,深度学习技术，恶意软件检测系统，分类算法,互联网,互联网六,2,谢倩 15129336820,叶斌 ,俊市,材料,智能制造与高端装备,精密加工与设备,工业,十个方面五,研究报告,已结项
低轨通信卫星K/Ka频段多通道多波束射频微系统开发,生物前沿研究院,天际大学,[],[],针对国内T/R微波通道微系统的技术瓶颈问题，本项目研究硅基三维异构工艺整合设计方案、硅基微系统关键器件单元建模、多物理场联合设计仿真、微系统用高集成射频与电源波控核心芯片、多通道小型化T/R通道测试等技术，攻克微系统设计、工艺、仿真、集成芯片和测试等一系列科学技术与工程问题，建立贯通芯片集成到系统集成的一体化全套异构微系统设计仿真和工艺验证平台，实现TSV、RDL、凸点、铜柱等微系统内关键工艺单元的全要素集成，研制出低轨通信卫星K/Ka多通道多波束微系统产品。,2022,4,1200,一般项目,特殊研究,特殊研究,卫星通信设计，多通道传输，射频优化,卫星通信技术，多波束射频系统，微系统开发,互联网,互联网十,2,韦建军 18542098986,袁文 张丽娟 孙凤英 ,欣市,医疗,信息通信技术,通信技术,社发,十个方面五,软件平台,已结项
时间敏感网TSN网络技术及装备研发,深空探测研究中心,智通未来技术公司,智能机器人研究所,[],针对浙江省在智能制造和工业物联网等工业通信技术方面的迫切需求，研究时间敏感网TSN的网络技术及装备，包括TSN交换机和TSN路由器，满足数据传输的时间敏感机制，允许流量分组优先转发，具有门控调度机制和带宽预留机制，确保关键数据的传输确定性和可靠性。,2020,2,1200,重点项目,管理研究,管理研究二,网络协议设计，传输优化，设备集成,TSN技术，网络传输系统，设备集成平台,互联网,互联网三,3,刘兵 18639532796,耿丽娟 张丽 柯建国 陶凤英 ,广州县,机器人,智能制造与高端装备,精密加工与设备,工业,十个方面十,学术论文,未结项
400G光模块研发,科锐创新科技有限公司,先锋工程学院,先锋工程学院,生物前沿研究院,为了支撑浙江省在VR/AR、16K视频、自动驾驶、人工智能、5G和物联网等高通量业务的需求，需要研究支持高速光电转换功能的光模块。目前100G光模块也成为主流，200G光模块已有规模出货，而400G光模块成为发展趋势。本项目重点研发400G光模块，在带宽、成本、功耗和距离方面实现突破，并形成规模化应用。,2020,6,1500,重点项目,条件研究,条件研究一,模块设计，光传输优化，信号处理,光模块技术，光传输系统，信号处理平台,国家,俄罗斯,2,宁瑜 14590230048,邓杰 ,合山县,机器人,智能制造与高端装备,精密加工与设备,工业,十个方面八,软件平台,已结项
面向多网融合低功耗传感设备的数能同传一体化集成技术研发,银河科学技术大学,天域生物工程有限公司,极限材料科技公司,深空探测研究中心,研究传感设备的低功耗工作机制和数能一体化传输系统架构，利用无线射频信号，为传感设备提供一体化通信、供能和计算解决方案；针对无线传能效率低下问题，提出任意节点自聚焦传能技术，实现传感节点的自动跟踪定位与能量无线供给；针对由于各类网络流量呈指数级增长带来的数据传输压力问题，结合网络切片技术和传感节点集群技术，对多节点设备进行异构组网，实现边缘智能互联网关对互联设备的干扰控制和协同管控，多网管理及服务质量保证；开发相关核心芯片，实现芯片的多功能集成小型化；以智慧工厂建设以及安防监控为典型应用需求牵引，研制面向多网融合低功耗传感设备的数能同传一体化集成系统样机，搭建室内复杂环境下的数能一体化传输演示平台。,2023,5,1200,主要项目,系统研究,系统研究三,设备设计，多网融合，功耗优化,传感设备技术，多网融合系统，功耗控制,国家,巴西,1,朱红梅 15278504175,曾丽丽 吴瑞 连林 齐东 ,帅市,环境,智能制造与高端装备,精密加工与设备,工业,十个方面三,研究报告,延期结项
氟树脂及其功能薄膜制备及产业化,生物前沿研究院,恒星数据科技公司,新星理工大学,先锋工程学院, 开发氟树脂及其改性薄膜加工工艺技术与装备、建立薄膜结构的表征技术和性能评价标准，研究ETFE薄膜表面处理技术、胶黏剂改性、紫外阻隔层改性等的配方开发，解决ETFE膜与封装基材的涂布复合等关键共性难题，实现ETFE封装材料的产业化；开发ETFE封装柔性太阳能电池组件轻质化技术。,2018,3,400,重点项目,系统研究,系统研究七,材料设计，薄膜制备，产业化优化,氟树脂技术，功能薄膜系统，产业化平台,互联网,互联网八,1,孟敏 18614403681,汪秀华 梁勇 方冬梅 ,北镇市,纳米,新材料,高性能树脂与纤维材料,工业,十个方面二,研究报告,延期结项
光学复合膜技术研发及产业化,生物前沿研究院,天际大学,[],[],开发光学复合膜层间粘结的高附着力UV固化树脂分子设计、配方优化等制备技术；研究涂布工艺，开发高精密涂布技术、增亮膜棱镜新型转印技术；研发扩散膜/增亮膜复合（DOP），增亮膜/增亮膜复合（POP），微棱镜膜/增亮膜复合（MOP），扩散膜与两张增亮膜复合（DPP）四种复合膜的复合压辊系统，研究UV树脂固化工艺，开发高精密复合技术。,2023,6,1200,重点项目,特殊研究,特殊研究,光学膜设计，复合技术，产业化优化,光学复合膜技术，产业化系统，优化平台,互联网,互联网五,2,周超 14508132067,徐欣 ,永安市,能源,智能制造与高端装备,精密加工与设备,工业,十个方面四,学术论文,延期结项
高效发光、传感材料及器件研发和应用示范,天域生物工程有限公司,智通未来技术公司,深空探测研究中心,智通未来技术公司,研究高效稳定无机钙钛矿发光材料、电致发光二极管原型器件、光致发光二极管原型器件等关键技术。研究激光光纤传感材料与器件和中红外高灵敏度发光与传感一体式光纤传感材料。研究水质生态远程实时监测预警系统的关键荧光传感材料与器件集成。研究高亮度、广色域激光显示用高可靠性氮化物荧光材料，研究基于氮化物荧光玻璃/薄膜材料的激光白光光源器件集合结构设计及多维热管控封装技术。研究荧光指示剂分子稳定化包覆与负载纳米材料、高氧渗透性多孔膜制备、荧光氧传感器小型化集成等技术，开发出氧传感器用敏感膜材料。,2016,2,300,主要项目,使用研究,使用研究一,材料设计，发光优化，传感技术,高效发光材料，传感器件技术，应用系统,国家,法国,3,何利 13652717869,郑刚 刘帅 王亮 李秀芳 ,桂珍市,农业,智能制造与高端装备,精密加工与设备,工业,十个方面六,研究报告,已结项
太阳能高效利用关键材料研发及应用示范,深空探测研究中心,极限材料科技公司,环境科学与技术研究所,[],研制高稳定、高效率、高均一性、低成本钙钛矿材料，发展高纯度钙钛矿晶体的绿色无污染宏量化制备技术，解决无废料高产率原料合成、可控高速结晶及分离纯化等难题；开发均匀薄膜制备及稳定性技术，围绕兆瓦级钙钛矿太阳能电池中试生产，发展组件封装技术，实现材料性能迭代提升。,2022,5,1000,重点项目,管理研究,管理研究六,材料设计，光电转换优化，应用集成,太阳能材料技术，高效利用系统，应用集成平台,国家,日本,1,韩丽丽 13185666820,吴玉梅 蔡琳 黄平 陈鹏 ,玉英县,交通,智能制造与高端装备,精密加工与设备,工业,十个方面一,学术论文,未结项
柔性OLED用薄膜封装材料的开发,未来科技大学,天际大学,[],[], 针对柔性OLED薄膜封装抗PECVD刻蚀特性、低含水量、低颗粒物杂质等方面的苛刻要求和油墨可打印性的要求，研发关键单体的分子结构设计及其制备技术、设计与优化光固化油墨配方，建立油墨精制提纯工艺与装置。,2022,3,1000,重点项目,使用研究,使用研究三,材料设计，封装工艺，性能优化,柔性OLED材料，薄膜封装技术，性能优化系统,互联网,互联网十,2,刘秀梅 13772742366,王浩 ,关岭县,土木,新材料,磁性与柔性材料,工业,十个方面五,学术论文,延期结项
柔性压电复合薄膜材料及自供能无线传感器研发,智通未来技术公司,极限材料科技公司,恒星数据科技公司,[],研究有机无机复合压电材料的界面耦合新机理和新方法，提升压电复合薄膜新材料的能量收集效率；针对不同的运动形式，设计新型PENG和TENG能量收集器件结构，开发收集自身变形能量的PENG和相对运动能量的TENG的异质异构集成技术，实现不同形式动能的收集；针对可穿戴设备和工业部件传感，研究自供能远程无线传感和实时无线传感技术，实现典型应用演示。,2023,3,1200,一般项目,条件研究,条件研究一,材料设计，压电优化，传感器集成,柔性压电材料，复合薄膜技术，自供能传感器系统,互联网,互联网四,2,廖玉兰 13226916087,张婷 王淑英 王杨 劳婷 朱辉 ,玉梅县,纳米,新材料,磁性与柔性材料,社发,十个方面十,软件平台,未结项
高性能稀土永磁材料变革性技术研发及应用示范,科锐创新科技有限公司,[],[],[],研究低成本高耐蚀高耐温混合稀土永磁材料、新型稀土-钴高温永磁材料、低温磁制冷材料等关键技术。研究木质基高效电磁防护板材、EAS中声磁标签用偏置片材料、兆赫兹低功耗功率铁氧体关键技术。研究抗大电流软磁铁氧体材料、高性能铝镍钴磁钢、磁流体、磁性纤维、金属软磁非晶丝及其传感器等关键技术。研究功率型铁氧体电感器基材设计与制备、性能调控及规模化制备技术，开发出高性能片式电感器的成套技术，实现示范应用。,2016,2,300,重点项目,使用研究,使用研究三,材料设计，磁性优化，制备工艺,稀土永磁材料技术，磁性优化系统，制备工艺平台,国家,美国,3,余华 18059814990,张桂香 陈玉华 马鑫 王瑜 ,东莞县,环境,智能制造与高端装备,精密加工与设备,工业,十个方面三,学术论文,未结项
高频金属软磁复合材料研发及示范应用,量子创新研究所,生物前沿研究院,[],[],研究新型纳米量级致密铁磁性包覆层制备技术及金属软磁复合材料的微观结构、磁畴结构、表界面与性能之间的构效关系。研究高频软磁金属包覆碳复合材料及基于复合材料的GHz频段导电/屏蔽硅胶制备关键技术。研究软磁复合材料的成分设计和材料制备工艺，制备出适用于高效功率电感的高频低损耗软磁复合材料；研究高效功率电感用线圈结构设计及其制备工艺，制备出功率电感。,2023,4,500,一般项目,自助,自助,材料设计，软磁性能优化，工艺改进,高频软磁材料技术，性能优化系统，工艺改进平台,国家,法国,1,陈慧 13287759375,武宇 刘平 甘海燕 ,金凤县,空间,智能制造与高端装备,精密加工与设备,工业,十个方面二,学术论文,未结项
高端分离膜及功能材料研发及应用,银河科学技术大学,生物前沿研究院,科锐创新科技有限公司,[],突破先进膜及多孔材料设计、合成、结构调控、功能化等关键技术，研发新型二维材料膜、高性能混合基质型膜、高容量多孔无机材料、多级孔结构真空隔热材料、电渗析膜、银纳米自支撑薄膜、纳米催化分离膜、功能化复合膜器件等，研究高端分离膜及功能材料在资源能源开发利用、节能减排、污水处理等应用的关键技术，建立核心膜材料及多孔材料工艺体系。,2023,2,1200,一般项目,条件研究,条件研究一,膜材料设计，分离效率提升，功能优化,分离膜技术，功能材料系统，效率优化平台,国家,德国,3,谢勇 13433735118,徐桂芳 ,拉萨市,空间,智能制造与高端装备,精密加工与设备,工业,十个方面五,软件平台,已结项
先进碳材料及化合物研发及应用示范,未来科技大学,智能机器人研究所,量子创新研究所,银河科学技术大学,研究石墨烯材料规模化制备关键技术，开发绿色、低成本、高品质的制备工艺；发挥石墨烯结构增强与韧性、高导热及导电等特性，开发石墨烯防腐涂料、碳基电极、碳基导热材料等碳改性新材料；研发大尺寸金刚石制备、3D激光超精密加工以及金刚石与硅的键合等技术；研究基于碳纳米材料的透明柔性电磁吸波材料及器件关键技术；研究高等级碳纤维、纳米碳管、金刚石、氮化钛、二维Ti3C2Tx等先进碳材料及化合物制备、改性及跨界应用技术。,2017,4,300,一般项目,特殊研究,特殊研究,材料设计，性能优化，应用集成,先进碳材料技术，化合物系统，应用集成平台,互联网,互联网二,2,徐秀梅 13969465361,张伟 谢凤兰 陈晨 徐荣 宋秀荣 ,南京市,农业,智能制造与高端装备,精密加工与设备,工业,十个方面一,软件平台,延期结项
碳中和高效催化剂研发及产业化,极限材料科技公司,恒星数据科技公司,未来科技大学,[],突破高效电催化剂组分设计、制备工艺、电活性位点和催化活性的高效调控等关键技术，开发出具有低反应过电位、高反应速率、高产物选择性，并能抑制产氢副反应的新型高效电催化剂。研究含铂族贵金属废物的回收和再生利用技术，开发分离提纯新方法，利用提纯的铂族金属开发医药和精细化工中急需的催化剂，建立回收贵金属及贵金属催化剂示范线。,2023,3,1000,主要项目,条件研究,条件研究一,催化剂设计，活性提升，产业化优化,高效催化剂技术，活性提升系统，产业化平台,国家,俄罗斯,1,陈淑兰 14533677183,殷帆 马玉华 ,关岭市,医疗,智能制造与高端装备,精密加工与设备,社发,十个方面二,软件平台,延期结项
大规模集成电路制程配套高纯化学品的研发,量子创新研究所,天际大学,未来能源研究所,[],针对大规模集成电路、平板显示等制程关键核心技术问题，开发去除高纯气体、液体等电子化学品中杂质的选择性吸附/吸收材料及其固定床装置，开发分步多级电解工艺及微滤-超滤多级分离纯化工艺及装备设计、制造技术，建立高纯湿化学品的质量检测技术。,2022,6,500,重点项目,条件研究,条件研究二,化学品设计，纯度提升，制程优化,高纯化学品技术，纯度优化系统，制程控制,国家,俄罗斯,3,常桂花 14592096463,赵林 郭桂兰 谢林 ,秀云市,交通,智能制造与高端装备,精密加工与设备,社发,十个方面六,发明专利,已结项
5G射频滤波器用关键材料研发,未来科技大学,生物前沿研究院,量子创新研究所,智通未来技术公司,开展单晶炉的软件算法和控制技术、高质量钽酸锂单晶生长工艺研究；采用有限元热场仿真软件，优化温场设计、温梯分布设计方案；研究原料纯度、原料配比、掺杂对晶体成分一致性的影响；通过晶体生长的提拉速率、旋转速率、升降温速率等参数的调整，研究对晶体生长缺陷的影响；研究高温退火工艺及对残余应力影响。突破高晶圆键合、薄膜加工等关键技术，制备出高性能钽酸锂单晶薄膜复合晶圆，实现规模化生产。,2016,6,1500,一般项目,管理研究,管理研究三,材料设计，频率优化，性能提升,射频滤波器材料技术，频率优化系统，性能提升平台,互联网,互联网十,2,黄金凤 18876871590,李成 李帅 李旭 张龙 ,云市,纳米,智能制造与高端装备,精密加工与设备,社发,十个方面二,研究报告,未结项
面向红外探测、发热、制冷等领域用半导体材料研发与应用示范,深空探测研究中心,[],[],[],研究T2SLⅡ类超晶格红外探测外延材料制备、超紧凑探测芯片制备、低温探测器芯片封装以及关键工艺控制等关键技术，研制高性能红外探测组件及制冷型红外热成像芯片。研究半导体陶瓷掺杂改性、相组成与显微结构调控、性能调制等关键技术，突破半导体发热元件设计与制造工艺，研制出高性能半导体陶瓷及发热元件。研究室温半导体制冷材料的热挤压制备及其批量技术、高强度高性能半导体制冷材料的微器件设计与组装、半导体制冷器件的界面优化与服役行为等，开发出高性能半导体制冷材料。,2022,4,200,主要项目,系统研究,系统研究四,材料设计，性能优化，应用集成,红外探测材料，发热制冷技术，应用集成系统,国家,日本,1,张秀云 18059506908,李丽娟 马婷 成梅 汤琴 魏杨 ,宜都市,材料,智能制造与高端装备,精密加工与设备,社发,十个方面三,发明专利,未结项
